,Country,Target,Year,avg_prob_not_aligned,avg_prob_aligned,avg_prob_neutral_irrelevant,avg_confidence,count
489,Finland,CHINA,2020,0.13250649975384615,0.31131205638461534,0.5561814453846153,0.7659019884615385,13
490,Finland,EU,2001,0.0025312280637606837,0.41075494370940174,0.5867138321880342,0.8218156624786325,117
491,Finland,EU,2004,0.0038368043827586205,0.3596511555150862,0.6365120404612069,0.8320769008189655,232
492,Finland,EU,2006,0.006802808612,0.049635400175999995,0.9435617916,0.9435617916,25
493,Finland,EU,2009,0.005649767537487179,0.346335799825641,0.6480144356307692,0.8026295377948718,195
494,Finland,EU,2010,0.0025663072747222223,0.027158479516666667,0.9702752177777777,0.9702752177777777,36
495,Finland,EU,2012,0.0029330432504166668,0.1012683423125,0.8957986099999999,0.9229026020833334,24
496,Finland,EU,2013,0.0028720453820833334,0.13051229208333334,0.8666156579166667,0.9072418404166666,24
497,Finland,EU,2016,0.002107821122142857,0.07938148201785714,0.9185107007142858,0.9185107007142858,28
498,Finland,EU,2017,0.0018679152325,0.221705743875,0.77642633875,0.87008975875,8
499,Finland,EU,2020,0.003980528592972973,0.5708595824324324,0.4251598888783784,0.7538967847297297,74
500,Finland,NATO,2001,0.03022728108762712,0.396826221,0.5729465022372882,0.8012478479661017,59
501,Finland,NATO,2004,0.013624092116263736,0.3138558491868132,0.6725200560769231,0.8100045892307692,91
502,Finland,NATO,2006,0.007310061083333333,0.025184321083333332,0.9675056116666667,0.9675056116666667,12
503,Finland,NATO,2009,0.011804133204111111,0.38167779957777775,0.6065180701555556,0.7977974128888888,90
504,Finland,NATO,2010,0.005483397,0.014700777,0.97981584,0.97981584,1
